12.9436904145,77.5769197941
12.9436904145,77.5769197941
12.9427598089,77.5798380375
12.9436067647,77.5783574581
12.9438368016,77.5785934925
12.9437426956,77.5799131393
12.942885284,77.5791084766
12.9420278694,77.577778101
12.9408776745,77.5769519806
12.9408463055,77.5769305229
12.940741742,77.5799775124
12.9393928696,77.5788509846
12.9383681399,77.5787436962
12.938535443,77.5787329674
12.9383576834,77.5787651539
12.9385981816,77.5739908218
12.9387550281,77.5739049911
12.9395810848,77.5725746155
12.940563984,77.5729393959
12.9409404125,77.5728750229
12.940563984,77.5729393959
12.9378244041,77.5731003284
12.9371865586,77.5756216049
12.9369146896,77.5801277161
12.9372388411,77.5798809528
12.9372806671,77.5797843933
12.9367578419,77.5797200203
12.9382740318,77.5710725784
12.9384099657,77.5697743893
12.9386295509,77.5701713562
12.9395810848,77.5706005096
12.9399888839,77.5712120533
12.9397170179,77.57142663
12.9408044801,77.5693666935
12.9408567618,77.5708580017
12.9415050542,77.5711262226
12.9415677921,77.5698065758
12.9395497156,77.568218708
12.9396751923,77.5681865215
12.9396961051,77.568218708
12.9393928696,77.5682723522
12.9391837414,77.5682830811
12.9438368016,77.5738191605
12.9437426956,77.5738835335
12.944004101,77.5738835335
12.9440145572,77.5738191605
12.9437845205,77.5729179382
12.9471618565,77.5691413879
12.9471618565,77.5688946247
12.9475069069,77.5688409805
12.9475173629,77.5689589977
12.9480297095,77.5679183006
12.9484584068,77.5687122345
12.948176094,77.5687551498
12.9483956707,77.5690662861
12.9458443872,77.5678539276
12.9419755879,77.567306757
12.9418082871,77.5672531128
12.9402921187,77.5666415691
12.9405535277,77.5664269924
12.9440772945,77.5666844845
12.9439413637,77.5663626194
12.9440145572,77.5667703152
12.9453738608,77.5679075718
12.9481447259,77.5679397583
12.9476742038,77.5680685043
12.9485211428,77.5679504871
12.9496085666,77.5676393509
12.9492007832,77.5676929951
12.9523898405,77.5676286221
12.9547633089,77.5676393509
12.9555579453,77.5682401657
12.955338375,77.568218708
12.9568230852,77.5675106049
12.9574504248,77.5686264038
12.9572308561,77.5684762001
12.9561434656,77.5702142715
12.9572308561,77.5685942173
12.9571681222,77.5684869289
12.9574922474,77.5685083866
12.9575654369,77.5684976578
12.9573772353,77.5684440136
12.9567080728,77.5685083866
12.9488596041,77.5685191154
12.9399822963,77.5666952133
12.9399091016,77.5663304329
12.9408606306,77.564624548
12.9424709021,77.5653111935
12.9436001772,77.5583803654
12.9436106334,77.5584876537
12.9440184259,77.5597429276
12.943683827,77.5598716736
12.944436674,77.5589489937
12.9458168875,77.557554245
12.9454300103,77.5575327873
12.9468206744,77.5571787357
12.9469775158,77.5571465492
12.9464547109,77.5571358204
12.9464233426,77.5571036339
12.9463083254,77.556116581
12.9467997622,77.5570178032
12.9441073037,77.578625679
12.9440654789,77.5712013245
12.9438145298,77.5691843033
12.9429780309,77.5637340546
12.9432289809,77.5762653351
12.9491157761,77.5624251366
12.9497013112,77.5628972054
12.9497222231,77.5627684593
12.9494085438,77.5620388985
12.944954255,77.5596785545
12.9501613735,77.5632834435
12.9504959637,77.5625324249
12.951938879,77.5560522079
12.9506005231,77.5554728508
12.9510187601,77.5554084778
12.9510396719,77.5552153587
12.9509978483,77.5554513931
12.9505796112,77.5557088852
12.9564975999,77.5703644753
12.9571197124,77.5628328323
12.9572033577,77.5628221035
12.9574229264,77.5628221035
12.9574752046,77.5629079342
12.9570883455,77.56285429
12.9426329743,77.5780463219
12.943323087,77.5763940811
12.9466063244,77.5737333298
12.9474009869,77.5737977028
12.9484047674,77.5736045837
12.94873936,77.5734329224
12.9491157761,77.5734329224
12.9541555152,77.5721025467
12.9532144928,77.5722098351
12.9529217296,77.5708580017
12.9521479965,77.5710940361
12.9509978483,77.5617814064
12.9540457294,77.5652468204
12.958332566,77.5662982464
12.9565028277,77.5682508945
12.9559591315,77.5686371326
12.9562414354,77.5683152676
12.9562623468,77.5684225559
